,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Módulo de Young,Textura,Nombre
391,168113066.43,25909294.03,45.5,294012.15,Afanítica,Andesita
392,186372102.72,31923252.3,47.88,305170.17,Afanítica,Andesita
393,130304718.09,53560406.94,47.93,807106.53,Intermedia-Gruesa,Granito
394,234829471.42,30999776.36,36.1,486395.39,Fanerítica,Gabro
395,178588144.59,44455645.87,47.32,-408731.14,Intermedia-Gruesa,Granito
396,222877862.13,58505190.88,52.82,184102.15,Porfídica,Basalto
397,279648108.23,31359335.91,29.06,601066.46,Fanerítica,Gabro
398,193779652.77,51731249.77,51.69,325369.59,Porfídica,Basalto
399,207183139.48,30337970.52,55.9,674038.27,Intermedia-Gruesa,Granito
400,181871142.54,48602850.1,35.81,82327.82,Intermedia-Gruesa,Granito
401,84642083.75,24584588.35,45.84,600614.17,Detrítica,Arenisca
402,224808939.82,41021132.47,57.51,517581.33,Intermedia-Gruesa,Granito
403,174313676.56,15819508.47,57.89,632858.34,Porfídica,Basalto
404,169953063.54,47700169.48,50.0,1362118.09,Porfídica,Basalto
405,203940076.6,30944692.98,31.52,298959.38,Fanerítica,Gabro
406,220329343.93,12217189.38,51.78,457218.57,Intermedia-Gruesa,Granito
407,77911546.63,21758754.96,42.41,371374.27,Detrítica,Arenisca
408,173790003.36,41481989.06,55.43,618082.16,Porfídica,Basalto
409,253066864.2,30391247.24,31.31,430797.57,Fanerítica,Gabro
410,128228797.85,14594378.67,46.32,417732.92,Detrítica,Arenisca
411,221764963.59,35513707.07,52.68,323966.98,Afanítica,Andesita
412,184365195.13,64434755.56,50.69,404896.01,Porfídica,Basalto
413,280848169.92,28802413.12,39.29,123993.22,Fanerítica,Gabro
414,73619239.34,48613965.23,29.95,33713.49,Detrítica,Arenisca
415,233587240.51,26366018.12,45.72,392313.37,Afanítica,Andesita
416,130115309.22,18642943.31,50.69,1017832.67,Porfídica,Basalto
417,163404030.74,29526979.64,40.82,348709.43,Afanítica,Andesita
418,353423952.36,28638317.96,36.11,535584.29,Fanerítica,Gabro
419,410563901.58,32721556.25,45.61,298471.97,Afanítica,Andesita
420,352809595.97,31519032.95,40.42,388800.05,Afanítica,Andesita
421,182458955.12,61855102.1,55.08,887834.92,Porfídica,Basalto
422,259358633.82,28646773.9,36.71,258767.32,Fanerítica,Gabro
423,136838207.19,32886174.55,38.08,-52485.85,Detrítica,Arenisca
424,375584553.49,30195109.15,42.43,386387.34,Afanítica,Andesita
425,251831552.57,28982400.28,34.33,-274640.54,Fanerítica,Gabro
426,268725782.71,30814795.71,36.32,417154.96,Fanerítica,Gabro
427,79735677.2,34856801.88,49.66,-113312.04,Detrítica,Arenisca
428,197685311.43,59016020.8,50.54,946760.52,Porfídica,Basalto
429,330828431.65,24255932.28,35.03,419525.36,Afanítica,Andesita
430,196744201.27,34342526.36,60.67,304973.25,Intermedia-Gruesa,Granito
431,242572429.64,29147676.6,34.44,156826.06,Fanerítica,Gabro
432,205496494.57,63061202.09,47.94,622119.19,Porfídica,Basalto
433,182518620.53,28726116.23,54.33,730227.86,Intermedia-Gruesa,Granito
434,229252527.75,33898066.54,54.17,256575.25,Intermedia-Gruesa,Granito
435,90349682.83,8969066.96,26.53,209434.18,Detrítica,Arenisca
436,130277940.55,27142320.16,50.25,912189.38,Porfídica,Basalto
437,98579087.92,19619217.02,28.98,837669.07,Detrítica,Arenisca
438,279143277.02,31503314.31,35.85,759578.17,Fanerítica,Gabro
439,328693410.24,30356731.08,33.28,-28438.05,Fanerítica,Gabro
440,227948523.08,29548574.81,32.88,-110543.67,Fanerítica,Gabro
441,18542832.07,8285315.53,49.35,638497.19,Detrítica,Arenisca
442,176656153.12,46991076.76,52.72,336852.45,Intermedia-Gruesa,Granito
443,242845354.98,29119096.16,33.15,601063.17,Fanerítica,Gabro
444,168503724.83,81513566.24,49.8,103529.17,Porfídica,Basalto
445,265693950.56,32144492.94,36.67,479990.92,Fanerítica,Gabro
446,279236101.74,29096684.87,39.35,321533.57,Fanerítica,Gabro
447,208496905.06,28375421.0,53.75,293333.93,Porfídica,Basalto
448,172658747.78,76007742.74,56.53,793702.85,Porfídica,Basalto
449,257289667.41,31896418.44,39.64,391175.56,Afanítica,Andesita
450,149840402.17,47961066.94,55.98,963124.83,Porfídica,Basalto
451,165979069.81,20739877.79,26.65,74557.39,Detrítica,Arenisca
452,158011509.33,37054001.39,34.68,487079.25,Detrítica,Arenisca
453,180950036.63,24302123.64,40.3,284758.85,Afanítica,Andesita
454,316227287.73,31995888.29,31.5,320217.71,Fanerítica,Gabro
455,143375730.78,33473830.38,44.61,652591.53,Detrítica,Arenisca
456,253356211.07,24169497.82,36.18,338965.36,Afanítica,Andesita
457,300213369.41,27391064.29,37.39,699048.1,Fanerítica,Gabro
458,121094089.03,4306940.78,32.5,871834.89,Detrítica,Arenisca
459,224405264.28,28631070.63,36.44,177298.27,Fanerítica,Gabro
460,197297190.34,15658832.61,54.16,603821.37,Intermedia-Gruesa,Granito
461,173113059.43,34339475.98,53.02,508583.02,Porfídica,Basalto
462,147321585.45,38347379.81,46.78,142416.38,Porfídica,Basalto
463,190044548.8,49770865.52,50.5,902598.89,Porfídica,Basalto
464,289272871.18,30467779.28,35.24,437990.54,Fanerítica,Gabro
465,188028412.48,23082543.19,41.19,395945.58,Afanítica,Andesita
466,216362829.31,57201255.3,48.98,703621.1,Porfídica,Basalto
467,256761506.79,29302580.19,48.05,462050.38,Afanítica,Andesita
468,238627830.5,32705377.64,33.14,408603.05,Fanerítica,Gabro
469,184730837.94,30939241.98,39.95,176257.57,Fanerítica,Gabro
470,351875005.49,27130992.57,45.11,361975.02,Afanítica,Andesita
471,116442791.86,42372788.42,34.98,341457.51,Detrítica,Arenisca
472,303450317.23,40253846.13,43.5,385604.83,Afanítica,Andesita
473,281750387.06,29107727.67,34.06,642715.43,Fanerítica,Gabro
474,360570235.55,25883962.84,51.29,310057.96,Afanítica,Andesita
475,295987370.26,31406687.44,31.57,541370.62,Fanerítica,Gabro
476,164924871.94,28198020.95,50.67,792331.43,Porfídica,Basalto
477,209099001.69,47871995.97,43.19,158220.42,Intermedia-Gruesa,Granito
478,320991337.93,31152729.3,38.82,82892.14,Fanerítica,Gabro
479,200441078.25,25292656.47,46.92,339508.76,Afanítica,Andesita
480,123328926.43,41266052.89,48.35,307091.91,Detrítica,Arenisca
481,312382975.85,29975949.65,37.6,587992.19,Fanerítica,Gabro
482,212380645.93,31207853.85,31.84,527185.07,Fanerítica,Gabro
483,194140815.99,78643316.05,50.72,858123.84,Porfídica,Basalto
484,169263394.63,35457608.15,47.72,569486.47,Porfídica,Basalto
485,264846900.37,32584687.32,46.8,333631.22,Afanítica,Andesita
486,76746993.4,26341415.4,52.95,311009.75,Detrítica,Arenisca
487,222425794.83,44003343.29,51.64,853906.01,Porfídica,Basalto
488,214873037.77,55718028.7,49.15,78810.85,Intermedia-Gruesa,Granito
489,203147467.97,16862680.91,47.56,571334.57,Intermedia-Gruesa,Granito
490,302928228.18,31505187.13,46.35,344357.87,Afanítica,Andesita
491,270770854.12,24480152.91,47.74,273228.35,Afanítica,Andesita
492,83554070.46,33627855.3,38.32,332718.13,Detrítica,Arenisca
493,174132120.94,29199092.8,31.51,343758.89,Fanerítica,Gabro
494,277767593.97,30628288.97,34.92,341440.13,Fanerítica,Gabro
495,190839040.86,46986572.73,54.2,796088.32,Porfídica,Basalto
496,9807087.03,34251094.56,39.33,40969.49,Detrítica,Arenisca
497,262521251.2,44564225.04,53.76,387175.28,Intermedia-Gruesa,Granito
498,220295099.72,30871711.6,38.17,366994.36,Fanerítica,Gabro
499,228102961.54,59091517.66,46.05,143323.39,Intermedia-Gruesa,Granito
500,108310200.55,18036259.02,19.32,264319.74,Detrítica,Arenisca
501,191402350.59,25998457.83,40.83,350414.32,Afanítica,Andesita
502,224551409.68,62403902.07,50.37,929137.52,Porfídica,Basalto
503,192399673.65,49855184.7,45.12,937387.11,Intermedia-Gruesa,Granito
504,187562486.46,64873097.8,52.63,355112.02,Porfídica,Basalto
505,245926633.1,31305960.97,35.49,437356.76,Fanerítica,Gabro
506,175286030.93,54440099.32,46.26,507567.38,Porfídica,Basalto
507,210534912.72,38286147.53,48.32,62164.41,Intermedia-Gruesa,Granito
508,53341510.57,49604403.55,28.82,529165.44,Detrítica,Arenisca
509,124277736.73,2711519.97,29.13,71720.62,Detrítica,Arenisca
510,169478298.15,37258268.59,45.73,116456.26,Intermedia-Gruesa,Granito
511,78915243.37,20586255.59,47.57,439048.45,Detrítica,Arenisca
512,177712856.41,41369646.53,50.32,348878.72,Afanítica,Andesita
513,201781424.86,22343470.0,59.81,470014.51,Intermedia-Gruesa,Granito
514,250976271.1,20703719.9,47.81,365963.42,Afanítica,Andesita
515,258079219.99,28524343.64,30.3,209823.3,Fanerítica,Gabro
516,188367740.98,33668842.1,51.47,464688.55,Intermedia-Gruesa,Granito
517,149804727.47,-14333158.29,32.8,91770.31,Detrítica,Arenisca
518,194008844.58,17770940.36,46.11,303688.78,Afanítica,Andesita
519,238505463.67,50183048.93,57.93,423369.9,Intermedia-Gruesa,Granito
520,298605465.69,30117847.31,34.83,437139.95,Fanerítica,Gabro
521,239305878.83,27124363.11,49.65,355141.35,Afanítica,Andesita
522,206679560.03,41160201.18,49.59,302740.46,Intermedia-Gruesa,Granito
523,211257354.18,29687403.64,33.26,89095.63,Fanerítica,Gabro
524,186872841.15,40096439.38,53.71,13174.74,Porfídica,Basalto
525,155586300.17,30367730.4,49.35,328284.79,Afanítica,Andesita
526,92565240.5,38873308.8,70.91,90702.88,Detrítica,Arenisca
527,215486876.35,20598435.75,50.77,939999.5,Porfídica,Basalto
528,88323128.33,19525883.99,42.49,536769.54,Detrítica,Arenisca
529,164806061.23,42489405.69,55.89,977271.51,Porfídica,Basalto
530,39830275.14,9581581.56,25.55,644928.64,Detrítica,Arenisca
531,181979004.05,39534147.52,43.53,248345.85,Intermedia-Gruesa,Granito
532,177008546.21,29498281.43,37.6,275467.26,Fanerítica,Gabro
533,104142178.01,29720333.14,33.66,189072.84,Detrítica,Arenisca
534,181066669.38,25300458.09,51.94,398871.48,Afanítica,Andesita
535,63503749.64,24485151.44,19.51,184418.5,Detrítica,Arenisca
536,179122823.08,55162462.15,53.65,542212.76,Porfídica,Basalto
537,257888403.3,39763306.33,47.33,497972.15,Intermedia-Gruesa,Granito
538,249340649.94,21732423.33,43.96,278464.99,Afanítica,Andesita
539,258029391.51,31077948.59,35.99,330755.28,Fanerítica,Gabro
540,148550526.38,35595657.07,47.39,187254.29,Detrítica,Arenisca
541,195969599.33,30601643.06,35.5,325351.1,Fanerítica,Gabro
542,344295252.86,27594202.56,43.55,312821.91,Afanítica,Andesita
543,251158821.53,23191402.99,48.25,345875.8,Afanítica,Andesita
544,189399204.35,31428089.85,52.33,1040872.88,Porfídica,Basalto
545,230238409.87,31738415.14,41.77,1361997.06,Intermedia-Gruesa,Granito
546,136158236.8,56535452.04,51.54,774534.16,Porfídica,Basalto
547,265785405.41,31083416.23,32.93,686633.11,Fanerítica,Gabro
548,231111760.71,29897571.08,29.24,681944.03,Fanerítica,Gabro
549,266345707.56,30724777.93,35.53,791927.31,Fanerítica,Gabro
550,185864489.9,65060312.55,51.22,238220.45,Porfídica,Basalto
551,232480023.12,28436654.33,49.75,343208.31,Afanítica,Andesita
552,324577398.24,23931007.04,48.66,313891.37,Afanítica,Andesita
553,220989782.53,30411601.74,43.38,688301.59,Fanerítica,Gabro
554,176166213.82,54755447.26,49.34,923570.23,Porfídica,Basalto
555,227184592.05,48098850.57,56.86,589206.62,Intermedia-Gruesa,Granito
556,216467144.38,31702058.7,52.01,654681.21,Porfídica,Basalto
557,180005977.42,25843841.55,56.62,870708.16,Intermedia-Gruesa,Granito
558,213415480.4,59570481.22,57.47,766684.05,Porfídica,Basalto
559,305821565.37,30112614.19,37.46,194766.18,Fanerítica,Gabro
560,156679600.93,78454759.4,52.52,461176.04,Porfídica,Basalto
561,171883225.0,48085180.88,52.04,741421.8,Porfídica,Basalto
562,94276247.61,1216477.28,48.59,997259.75,Detrítica,Arenisca
563,238195875.91,30496125.05,40.71,397935.29,Fanerítica,Gabro
564,285828539.54,30217594.14,34.99,463029.11,Fanerítica,Gabro
565,187955202.6,24988541.0,51.68,614976.65,Porfídica,Basalto
566,232239250.6,26560284.48,48.95,225494.79,Intermedia-Gruesa,Granito
567,266953602.84,31590925.26,34.66,437640.74,Fanerítica,Gabro
568,253256285.91,27809988.37,71.15,47334.2,Intermedia-Gruesa,Granito
569,213102427.26,36181487.72,41.1,396715.65,Afanítica,Andesita
570,188612728.76,25796684.34,51.72,635774.53,Porfídica,Basalto
571,248708550.79,18878470.69,48.17,741585.47,Intermedia-Gruesa,Granito
572,333229329.49,21380637.47,47.83,384274.64,Afanítica,Andesita
573,195869489.47,57476755.08,50.51,238555.36,Intermedia-Gruesa,Granito
574,231638733.55,31814809.31,38.88,356140.9,Fanerítica,Gabro
575,148873633.46,1181086.38,33.36,883152.16,Detrítica,Arenisca
576,239364092.06,30875292.27,32.11,700764.82,Fanerítica,Gabro
577,185573559.09,44766428.66,47.43,335015.48,Intermedia-Gruesa,Granito
578,168738854.19,24127317.65,59.87,368619.42,Porfídica,Basalto
579,68436913.38,-4145336.14,40.75,567328.17,Detrítica,Arenisca
580,241538733.84,33237504.87,47.29,326029.06,Afanítica,Andesita
581,30167277.66,13046894.78,39.58,161734.01,Detrítica,Arenisca
582,187467201.55,22950245.62,51.83,963619.58,Porfídica,Basalto
583,243550566.93,23744938.42,48.85,311212.98,Afanítica,Andesita
584,97994932.12,22911040.19,53.34,163997.28,Detrítica,Arenisca
585,181572460.03,18539109.71,46.5,683124.17,Intermedia-Gruesa,Granito
586,234381498.51,8947819.21,48.08,252306.1,Intermedia-Gruesa,Granito
587,191904889.16,27823415.02,54.73,721281.46,Intermedia-Gruesa,Granito
588,261222390.05,31137506.15,45.74,351415.35,Afanítica,Andesita
589,123983965.81,5448592.29,31.75,2390.79,Detrítica,Arenisca
590,211174302.86,44715776.27,53.11,680436.19,Intermedia-Gruesa,Granito
591,282907148.15,29129826.89,34.86,470092.5,Fanerítica,Gabro
592,297613239.25,34077823.77,34.94,339833.47,Afanítica,Andesita
593,262470910.82,28805179.19,30.03,405170.95,Fanerítica,Gabro
594,183410479.3,63022164.78,50.97,1295152.01,Intermedia-Gruesa,Granito
595,104354237.98,14525366.82,22.69,-24760.33,Detrítica,Arenisca
596,199840729.03,60000142.48,55.32,33462.09,Porfídica,Basalto
597,268208029.5,30000977.97,26.98,311826.01,Fanerítica,Gabro
598,186340598.17,41129984.06,48.77,890765.8,Porfídica,Basalto
599,294554157.52,28594190.39,37.16,334739.36,Afanítica,Andesita
600,437820787.26,44496713.71,42.36,366619.12,Afanítica,Andesita
601,199861136.61,14178224.42,55.37,-210061.59,Intermedia-Gruesa,Granito
602,189172734.44,53131358.99,54.57,629289.71,Intermedia-Gruesa,Granito
603,203617698.08,19127500.99,51.46,642860.44,Intermedia-Gruesa,Granito
604,104702247.36,47306636.57,36.28,333606.87,Detrítica,Arenisca
605,99275797.32,5180974.56,42.46,-119549.11,Detrítica,Arenisca
606,315441448.6,26915272.48,53.1,340499.35,Afanítica,Andesita
607,249730814.62,28254920.6,34.49,265399.94,Fanerítica,Gabro
608,180460184.48,37008595.61,52.03,685605.33,Porfídica,Basalto
609,210108571.05,19551466.12,59.53,390625.8,Afanítica,Andesita
610,72272166.44,18562267.89,58.59,158603.1,Detrítica,Arenisca
611,199524453.32,58226681.74,57.97,611519.78,Intermedia-Gruesa,Granito
612,269484408.82,26533267.23,44.4,373433.81,Afanítica,Andesita
613,324088624.14,22445212.2,48.63,352693.93,Afanítica,Andesita
614,100144942.87,32726647.32,53.65,546178.79,Detrítica,Arenisca
615,56757887.44,7876397.24,39.7,-73529.31,Detrítica,Arenisca
616,209227492.27,9647871.15,47.56,745597.92,Intermedia-Gruesa,Granito
617,229849329.17,20788126.78,43.84,369500.25,Afanítica,Andesita
618,210498687.51,33122848.72,51.54,319680.01,Afanítica,Andesita
619,209212989.63,30022567.88,34.27,133042.72,Fanerítica,Gabro
620,186585529.22,29981050.78,53.16,459213.14,Intermedia-Gruesa,Granito
621,198277961.64,42516169.53,52.27,1672958.28,Porfídica,Basalto
622,145062001.01,54821168.26,48.26,895663.95,Porfídica,Basalto
623,201391669.27,29184714.61,40.1,308547.53,Fanerítica,Gabro
624,188648748.06,40203931.57,51.38,560451.48,Porfídica,Basalto
625,110206926.07,1125313.81,37.76,70831.38,Detrítica,Arenisca
626,190679346.05,26507031.22,47.97,327894.35,Afanítica,Andesita
627,138819208.85,33870154.42,42.5,310091.62,Afanítica,Andesita
628,245267277.9,26402683.43,52.32,404082.41,Afanítica,Andesita
629,299391666.08,31268780.29,51.78,381427.68,Afanítica,Andesita
630,202818108.83,28260765.96,35.58,-80000.17,Fanerítica,Gabro
631,126384310.25,32021556.79,52.47,625692.5,Porfídica,Basalto
632,82080125.19,17387431.3,39.88,115077.66,Detrítica,Arenisca
633,108601063.61,19608479.45,34.74,547405.97,Detrítica,Arenisca
634,16421399.48,1247909.03,32.04,393926.31,Detrítica,Arenisca
635,211466404.81,33126523.9,40.53,764362.36,Intermedia-Gruesa,Granito
636,211643379.94,45140412.23,43.65,253068.32,Intermedia-Gruesa,Granito
637,323131488.4,33932641.87,39.07,359909.47,Afanítica,Andesita
638,241549614.89,28783877.08,40.44,306080.67,Afanítica,Andesita
639,307277473.93,28763039.11,40.73,378853.18,Fanerítica,Gabro
640,239629036.23,27995802.49,47.15,457172.25,Afanítica,Andesita
641,259466807.15,20583467.22,39.84,378536.39,Afanítica,Andesita
642,57158735.09,46297133.98,35.52,571555.44,Detrítica,Arenisca
643,227887589.56,51601356.58,41.34,429237.95,Intermedia-Gruesa,Granito
644,215258835.77,39339976.79,50.69,980566.49,Intermedia-Gruesa,Granito
645,223289374.76,46599380.53,55.14,316067.32,Intermedia-Gruesa,Granito
646,75536514.86,26390234.4,30.16,29606.23,Detrítica,Arenisca
647,106051418.73,11797718.31,41.88,92365.73,Detrítica,Arenisca
648,271829725.58,26835022.24,45.85,280939.2,Afanítica,Andesita
649,208890276.01,55920127.04,52.92,779839.11,Intermedia-Gruesa,Granito
650,182603547.13,24625492.36,39.25,344811.0,Afanítica,Andesita
651,302782783.04,28087359.09,33.9,276526.1,Fanerítica,Gabro
652,173097423.6,56015429.87,35.3,266646.35,Detrítica,Arenisca
653,45466983.26,25617988.45,45.49,100874.99,Detrítica,Arenisca
654,256355587.7,29352781.52,34.31,-213193.04,Fanerítica,Gabro
655,205438082.01,23313871.83,52.57,285903.13,Porfídica,Basalto
656,198390056.85,30045356.88,39.83,237634.58,Fanerítica,Gabro
657,85073424.09,26594306.54,44.96,60010.29,Detrítica,Arenisca
658,200600629.7,32092500.9,39.9,298737.2,Afanítica,Andesita
659,97569401.4,21531103.09,40.4,97618.71,Detrítica,Arenisca
660,236400288.41,30273727.88,34.89,288442.95,Fanerítica,Gabro
661,203461160.21,51583545.75,63.18,375633.66,Intermedia-Gruesa,Granito
662,276789409.68,29054808.84,37.0,269377.35,Fanerítica,Gabro
663,210001300.48,27779917.85,35.9,396940.41,Fanerítica,Gabro
664,328570603.56,19700945.13,49.03,299460.65,Afanítica,Andesita
665,284382721.21,28809052.25,33.36,781985.79,Fanerítica,Gabro
666,236647789.61,30077319.2,26.37,80886.54,Fanerítica,Gabro
667,288891886.25,31019800.61,33.55,275844.09,Fanerítica,Gabro
668,98833335.08,45056469.67,35.65,696695.19,Detrítica,Arenisca
669,94218123.42,28890501.49,42.01,361565.5,Afanítica,Andesita
670,102689276.29,29009296.48,38.3,329293.22,Detrítica,Arenisca
671,303536904.63,27561613.51,38.85,349512.52,Afanítica,Andesita
672,171015350.77,82276166.55,46.38,362405.96,Intermedia-Gruesa,Granito
673,278398739.24,30211926.09,37.31,-88563.29,Fanerítica,Gabro
674,233802472.92,33907733.97,43.65,313026.58,Intermedia-Gruesa,Granito
675,324329566.4,39284483.61,39.33,345077.02,Afanítica,Andesita
676,136611645.35,19641890.2,53.98,-152461.87,Detrítica,Arenisca
677,234534283.01,30404944.83,30.28,302140.04,Fanerítica,Gabro
678,179841697.53,9438922.03,57.04,666633.38,Intermedia-Gruesa,Granito
679,285520532.5,25497291.59,35.49,368759.14,Afanítica,Andesita
680,195605081.17,13124442.66,53.96,527848.85,Porfídica,Basalto
681,174214277.21,41822149.17,48.11,529195.38,Intermedia-Gruesa,Granito
682,212795718.01,31321315.35,37.36,257144.48,Afanítica,Andesita
