,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson(Pa),Resistividad,Susceptibilidad(X10⁶)
317,177942188.82,34833096.9,33.67, foliada,Gneiss,0.08,758734.1,442.94
318,201207020.01,31069458.37,33.27,Fanerítica,Gabro,0.16,585470.38,810.87
319,42783045.78,22321428.98,42.84,Detrítica,Arenisca,0.53,3402.1,440.97
320,166004285.2,32300025.79,53.49,Porfídica,Basalto,0.28,653429.84,38346.18
321,125400914.84,29494186.38,43.65,Detrítica,Arenisca,0.29,5316.09,364.73
322,199774656.98,29623906.55,33.46,Fanerítica,Gabro,0.21,488892.89,885.36
323,163982027.49,18298620.34,49.39,Intermedia-Gruesa,Granito,0.07,257080.63,91.69
324,210064393.36,60167274.39,54.81,Intermedia-Gruesa,Granito,0.37,344924.76,68.94
325,212681809.38,29703146.58,34.1,Fanerítica,Gabro,0.16,147996.41,847.5
326,161676677.2,41622716.13,53.83,Porfídica,Basalto,0.41,539195.82,37337.5
327,206449166.44,30523140.09,21.74, foliada,Gneiss,0.53,634099.76,208.61
328,218864214.7,30015832.87,32.03,Fanerítica,Gabro,0.12,403181.61,727.14
329,87003786.21,23922101.77,30.8,Detrítica,Arenisca,0.34,3822.16,382.72
330,177937836.23,62178919.03,49.2,Intermedia-Gruesa,Granito,0.17,133901.02,142.71
331,236467971.42,29588277.34,35.52,Fanerítica,Gabro,0.15,958826.31,717.09
332,79446549.67,48071357.84,35.43,Detrítica,Arenisca,0.42,4428.32,362.26
333,217173217.37,29903095.98,35.52,Fanerítica,Gabro,0.16,1144405.93,763.16
334,165453032.15,23922808.43,42.32,Afanítica,Andesita,0.28,1365606.19,31559.25
335,247927802.78,47316060.71,50.74,Intermedia-Gruesa,Granito,0.36,232405.57,8.58
336,187815766.61,20449678.55,34.14, foliada,Gneiss,0.08,796841.9,89.52
337,278040987.05,29145562.46,39.46,Fanerítica,Gabro,0.19,816617.58,798.03
338,338153228.39,31460829.39,60.6,Afanítica,Andesita,0.27,1516301.04,18590.26
339,163408431.67,24101255.43,28.36, foliada,Gneiss,0.45,488936.35,266.34
340,134964754.2,30322189.13,24.95, foliada,Gneiss,0.06,370809.24,444.43
341,296587802.4,30031280.77,36.35,Fanerítica,Gabro,0.1,200492.32,495.98
342,179928073.01,30017135.43,30.01,Fanerítica,Gabro,0.19,925738.33,1154.27
343,136663771.92,31140782.52,56.18,Porfídica,Basalto,0.33,554507.44,45064.56
344,143900147.94,24683483.4,42.51,Intermedia-Gruesa,Granito,0.21,604970.18,120.76
345,167232172.27,20281180.2,23.42, foliada,Gneiss,0.21,513009.75,14.77
346,159495146.99,4983557.34,46.32, foliada,Gneiss,0.5,595085.8,44.31
347,191799336.24,34938750.18,34.38, foliada,Gneiss,0.43,520776.84,278.64
348,182971418.31,31507721.84,41.82, foliada,Gneiss,0.06,470179.99,456.66
349,267474371.89,30098187.09,33.83,Fanerítica,Gabro,0.14,345915.55,437.96
350,231904621.28,31971060.49,29.26,Fanerítica,Gabro,0.12,606476.19,744.12
351,173291916.44,60785647.51,52.59,Intermedia-Gruesa,Granito,0.11,454761.94,72.57
352,61315587.39,26066644.63,44.69,Detrítica,Arenisca,0.41,91.8,181.28
353,141654145.35,41728948.74,53.76,Porfídica,Basalto,0.3,272501.08,35463.12
354,292386066.48,39038449.58,37.99,Afanítica,Andesita,0.32,672993.14,24534.27
355,198923698.18,47771106.32,45.46,Intermedia-Gruesa,Granito,0.26,27287.19,63.01
356,155161825.71,30778129.01,32.24,Detrítica,Arenisca,0.39,10.1,562.65
357,85157695.58,4586702.15,22.87,Detrítica,Arenisca,0.31,8659.01,172.04
358,281973241.82,29067456.83,45.66,Afanítica,Andesita,0.3,3610128.75,12653.01
359,194131630.19,42979474.61,51.7,Intermedia-Gruesa,Granito,0.21,337281.45,63.71
360,194095866.18,38720678.91,58.12,Intermedia-Gruesa,Granito,0.29,571361.39,73.05
361,147292072.88,38329555.52,32.18, foliada,Gneiss,0.32,220990.53,332.8
362,332552918.95,30472647.35,51.72,Afanítica,Andesita,0.28,2885787.18,33480.76
363,179769472.45,31651254.04,52.53,Porfídica,Basalto,0.19,176120.43,28276.81
364,159531104.16,50862831.26,36.82, foliada,Gneiss,0.1,548445.46,321.17
365,265448645.12,29137947.37,36.69,Fanerítica,Gabro,0.17,627941.23,918.12
366,201348090.66,20229679.95,54.0,Intermedia-Gruesa,Granito,0.02,477936.56,95.23
367,264206762.97,25947625.67,48.68,Afanítica,Andesita,0.29,1717471.17,22843.59
368,179211080.51,5990175.42,49.09,Porfídica,Basalto,0.47,927275.52,40075.11
369,215508810.24,70597266.16,51.52,Intermedia-Gruesa,Granito,0.39,558497.44,99.37
370,243147199.89,32070171.18,31.37,Fanerítica,Gabro,0.13,318536.39,880.46
371,190493103.0,25129079.69,27.8, foliada,Gneiss,0.23,608400.41,374.84
372,174714301.0,36735081.6,45.89, foliada,Gneiss,0.25,227191.04,99.38
373,156514764.14,13259427.34,50.55,Intermedia-Gruesa,Granito,0.21,341459.68,57.32
374,239840314.09,31673452.25,41.12,Afanítica,Andesita,0.31,6787496.58,24032.22
375,174264319.22,42462913.74,28.76, foliada,Gneiss,0.19,464086.74,133.7
376,250831744.82,28667837.8,33.88,Fanerítica,Gabro,0.19,307960.95,900.82
377,174099480.3,21857660.37,36.33, foliada,Gneiss,0.29,704416.15,448.39
378,112873440.45,37288454.59,31.51,Detrítica,Arenisca,0.02,711.59,397.72
379,112782413.22,27393173.66,41.69,Intermedia-Gruesa,Granito,0.13,725354.5,132.75
380,281512987.14,31171498.68,31.44,Fanerítica,Gabro,0.17,859660.81,682.78
381,87646219.9,13625933.5,60.87,Detrítica,Arenisca,0.28,1108.54,345.15
382,212732367.87,29380528.59,34.9,Fanerítica,Gabro,0.14,1084550.76,812.74
383,151429509.97,23218224.83,54.46,Intermedia-Gruesa,Granito,0.5,483068.91,44.94
384,214129138.92,42053618.67,54.86,Intermedia-Gruesa,Granito,0.25,806837.18,168.53
385,176927049.86,5545262.2,52.18,Detrítica,Arenisca,0.47,5922.52,345.78
386,148427203.76,25296816.97,28.39, foliada,Gneiss,0.43,715788.54,222.52
387,276739574.98,29089484.1,38.96,Fanerítica,Gabro,0.13,773449.23,879.51
388,293176863.17,28010528.95,35.63,Fanerítica,Gabro,0.15,322127.04,951.78
389,153659298.29,-22437206.68,31.77,Detrítica,Arenisca,0.05,7297.9,419.82
390,205673669.9,40766599.3,46.61,Intermedia-Gruesa,Granito,0.14,595358.15,105.26
391,190140005.14,23653830.67,38.37, foliada,Gneiss,0.25,211391.88,12.76
392,160507958.71,14376656.08,32.36, foliada,Gneiss,0.07,1168504.57,21.75
393,211255990.04,28493130.98,35.79,Fanerítica,Gabro,0.17,8761.66,385.6
394,179693155.28,35121692.14,33.46, foliada,Gneiss,0.02,560640.33,245.99
395,216717177.33,25358916.6,47.41,Intermedia-Gruesa,Granito,0.14,967278.7,73.87
396,175498144.37,30868209.06,28.11, foliada,Gneiss,0.03,716814.3,395.63
397,156809929.95,27115511.18,37.13, foliada,Gneiss,0.23,447315.87,32.82
398,124400630.93,13024066.31,54.4,Detrítica,Arenisca,0.23,11646.28,313.52
399,184997944.62,21876722.37,37.68, foliada,Gneiss,0.22,478603.17,291.23
400,197589587.15,23526382.46,49.33,Porfídica,Basalto,0.12,1155622.44,30789.14
401,215855414.12,86504542.95,51.95,Porfídica,Basalto,0.52,818588.65,38675.32
402,152498196.73,39223988.93,34.65, foliada,Gneiss,0.25,527128.94,332.16
403,170125617.5,10128515.34,33.18, foliada,Gneiss,0.16,404390.45,276.56
404,150735793.6,19762594.2,31.54, foliada,Gneiss,0.29,50090.96,619.46
405,210035929.33,36116820.38,49.63,Porfídica,Basalto,0.31,167214.27,46050.19
406,235573506.08,21043805.03,30.61, foliada,Gneiss,0.34,288847.38,9.06
407,155392272.5,39998273.16,33.52, foliada,Gneiss,0.13,498737.49,132.77
408,173215281.96,23956197.13,32.46, foliada,Gneiss,0.3,1012115.98,463.53
409,165063675.8,30309280.69,41.3, foliada,Gneiss,0.45,603948.85,419.08
410,204551704.49,27308257.92,37.61, foliada,Gneiss,0.41,44631.38,389.23
411,148092276.72,33528625.88,52.72,Porfídica,Basalto,0.27,241838.24,40532.18
412,204594886.64,34168331.55,46.18,Intermedia-Gruesa,Granito,0.24,166986.1,65.84
413,288047850.22,30480017.48,34.88,Fanerítica,Gabro,0.08,887372.15,817.52
414,204483194.66,8875713.17,35.9, foliada,Gneiss,0.45,743350.39,480.71
415,89332162.42,11030274.2,24.04,Detrítica,Arenisca,0.33,6646.09,158.71
416,192757512.11,2632834.38,42.74,Intermedia-Gruesa,Granito,0.27,626984.55,52.12
417,252874983.98,29992243.07,35.77,Fanerítica,Gabro,0.15,678244.92,786.71
418,265794163.4,28770412.09,37.24,Fanerítica,Gabro,0.08,775708.57,674.24
419,192658296.9,49563895.47,63.64,Intermedia-Gruesa,Granito,0.17,413014.07,50.71
420,188200167.07,46035784.03,35.29, foliada,Gneiss,0.26,1122697.02,370.41
421,173499101.25,21252310.11,34.05, foliada,Gneiss,0.3,95031.47,199.0
422,270835717.42,29696400.22,33.71,Fanerítica,Gabro,0.19,700179.08,601.27
423,218404684.72,28764362.13,52.69,Porfídica,Basalto,0.12,77273.02,41813.14
424,177030603.86,45593039.14,31.79, foliada,Gneiss,0.17,797736.46,101.08
425,226831726.76,69227778.35,45.16,Intermedia-Gruesa,Granito,0.47,837696.41,69.99
426,288159260.41,30001660.33,37.55,Fanerítica,Gabro,0.12,508618.85,1043.55
427,166588344.7,17901567.99,27.35, foliada,Gneiss,0.36,330470.38,437.3
428,237131469.2,20902652.81,39.27,Intermedia-Gruesa,Granito,0.02,154545.91,79.39
429,215487482.92,35327869.75,51.64,Porfídica,Basalto,0.31,686079.36,38335.69
430,181120935.61,16926406.17,37.33, foliada,Gneiss,0.14,837206.39,458.53
431,59672393.0,41212925.58,44.88,Detrítica,Arenisca,0.04,8918.17,193.65
432,246060605.0,85825058.75,54.57,Porfídica,Basalto,0.2,719693.22,43508.76
433,186593170.09,32902041.01,27.71, foliada,Gneiss,0.01,660092.58,271.69
434,234382544.55,47831866.07,60.24,Intermedia-Gruesa,Granito,0.22,808900.87,71.53
435,331553360.37,34428052.74,38.65,Afanítica,Andesita,0.26,2133949.6,23159.48
436,249317603.94,16422158.34,38.54,Intermedia-Gruesa,Granito,0.36,569681.01,48.93
437,185216518.6,18625266.74,53.77,Intermedia-Gruesa,Granito,0.05,70863.43,31.16
438,109014036.33,16228887.59,19.01,Detrítica,Arenisca,0.21,8966.06,306.78
439,159632139.23,19762792.36,35.94, foliada,Gneiss,0.3,534529.62,421.95
440,146956013.07,55218273.6,53.57,Porfídica,Basalto,0.21,24400.96,38542.14
441,297107645.59,29732735.87,29.81,Fanerítica,Gabro,0.11,881665.98,476.48
442,230868960.54,22109496.4,52.39,Afanítica,Andesita,0.23,1734840.87,16332.98
443,204074495.45,38293979.28,46.55,Intermedia-Gruesa,Granito,0.03,863438.19,40.33
444,172709137.22,48257353.67,34.46, foliada,Gneiss,0.2,345092.65,259.48
445,183811364.8,27394942.29,32.33, foliada,Gneiss,0.31,242347.12,416.53
446,183672790.6,51969299.15,47.28,Porfídica,Basalto,0.3,255440.63,41498.34
447,268854946.76,30031273.03,53.03,Intermedia-Gruesa,Granito,0.26,417543.45,64.68
448,84484180.72,8132916.13,35.42,Detrítica,Arenisca,0.3,3697.12,382.42
449,129868851.45,32402749.96,49.14,Detrítica,Arenisca,0.2,4570.76,227.78
450,185833834.98,13919723.66,54.54,Porfídica,Basalto,0.2,354965.52,42576.33
451,248188147.18,31039259.92,36.21,Fanerítica,Gabro,0.1,211661.8,688.46
452,184990306.34,33675922.38,60.6,Intermedia-Gruesa,Granito,0.09,782050.98,34.08
453,181273360.53,20775665.76,21.8, foliada,Gneiss,0.17,1178041.6,174.54
454,261400151.62,39044690.04,43.09,Intermedia-Gruesa,Granito,0.01,475621.47,98.4
455,195309197.51,38012657.79,33.18, foliada,Gneiss,0.24,241874.93,83.31
456,203731516.38,42257860.21,52.62,Intermedia-Gruesa,Granito,0.26,620839.88,117.02
457,161706878.03,31251471.25,41.38, foliada,Gneiss,0.5,172498.95,269.26
458,292577221.52,30517908.05,49.01,Afanítica,Andesita,0.3,6421984.67,23084.02
459,223517473.25,38501136.0,37.93,Afanítica,Andesita,0.27,4783672.96,16989.5
460,244711168.23,25763414.39,48.94,Afanítica,Andesita,0.24,2278747.8,27490.77
461,172681337.73,21958331.93,49.82,Intermedia-Gruesa,Granito,0.32,857158.31,89.58
462,157738200.82,38641909.6,36.24, foliada,Gneiss,0.02,29253.73,503.93
463,246059966.9,21857300.97,46.15,Afanítica,Andesita,0.26,3782867.71,26529.01
464,192231467.42,30413939.46,39.48,Afanítica,Andesita,0.28,8533749.21,16102.97
465,184421735.97,32950650.48,36.41, foliada,Gneiss,0.3,378491.27,407.32
466,160424603.05,34513875.9,28.19, foliada,Gneiss,0.18,371930.65,246.91
467,207071113.09,29014144.31,40.03,Fanerítica,Gabro,0.2,162202.25,1224.84
468,194220365.38,45827529.31,43.56,Intermedia-Gruesa,Granito,0.25,914758.34,76.76
469,307991462.47,20236980.25,41.99,Afanítica,Andesita,0.33,3750862.1,27385.32
470,340815952.53,22152380.59,41.16,Afanítica,Andesita,0.33,7622844.15,9971.65
471,214639675.2,19331353.49,47.21,Intermedia-Gruesa,Granito,0.34,153744.57,40.69
472,192859251.76,31227296.32,28.03, foliada,Gneiss,0.43,260757.28,371.33
473,182454198.7,9466142.85,32.44, foliada,Gneiss,0.19,902371.92,265.03
474,192487099.06,28164415.53,43.08,Fanerítica,Gabro,0.17,870271.02,808.82
475,281962050.36,22449619.69,41.09,Afanítica,Andesita,0.28,5842677.99,20255.51
476,156242551.22,28250749.8,57.3,Intermedia-Gruesa,Granito,0.08,586231.98,61.75
477,159915691.36,16318112.79,46.48,Detrítica,Arenisca,0.39,7183.22,239.62
478,190195045.96,50514813.49,54.96,Intermedia-Gruesa,Granito,0.46,544888.98,89.1
479,176851960.57,30457196.96,49.13,Detrítica,Arenisca,0.36,5450.65,254.45
480,183857126.35,28245987.85,31.55, foliada,Gneiss,0.28,633512.62,26.29
481,188378972.1,30262842.39,35.92, foliada,Gneiss,0.26,794713.2,326.1
482,238263428.88,26252706.35,56.22,Porfídica,Basalto,0.17,971744.84,41398.38
483,243020485.47,-4342285.63,61.36,Intermedia-Gruesa,Granito,0.31,959233.62,91.81
484,220269362.14,20486014.47,49.01,Intermedia-Gruesa,Granito,0.25,667909.76,111.99
485,25171797.47,42267451.17,48.07,Detrítica,Arenisca,0.03,6043.33,376.48
486,205851241.5,28808419.29,35.67,Fanerítica,Gabro,0.19,902049.48,842.72
487,176117518.02,9948631.1,50.59,Intermedia-Gruesa,Granito,0.49,62416.93,59.22
488,118845070.02,21893163.33,39.91,Detrítica,Arenisca,0.2,8906.09,342.37
489,204584662.0,27886052.93,57.26,Intermedia-Gruesa,Granito,0.06,651968.0,64.68
490,218360408.0,39710908.91,43.44, foliada,Gneiss,0.2,451720.45,317.56
491,171317218.57,48120618.47,58.4,Intermedia-Gruesa,Granito,0.31,874909.03,105.4
492,205946052.86,44241739.19,47.5,Intermedia-Gruesa,Granito,0.34,471964.49,105.62
493,177360309.08,33221155.06,31.98,Fanerítica,Gabro,0.18,773624.31,976.23
494,277728755.44,29123198.77,39.17,Fanerítica,Gabro,0.16,17236.25,600.86
495,135397168.19,61362937.06,52.0,Porfídica,Basalto,0.22,855783.48,31851.42
496,198182741.74,40662308.65,29.87, foliada,Gneiss,0.21,418611.31,373.59
497,212425108.84,30209883.35,34.07,Fanerítica,Gabro,0.14,578873.8,909.17
498,188605406.87,38807697.11,52.93,Intermedia-Gruesa,Granito,0.25,790224.07,68.85
499,179601872.89,27571977.19,38.3, foliada,Gneiss,0.0,295381.92,67.72
500,151729941.97,9005059.7,53.35,Intermedia-Gruesa,Granito,0.49,644327.61,57.18
501,213073478.3,28734274.0,34.36, foliada,Gneiss,0.03,674928.91,185.49
502,266968674.22,30191890.36,36.38,Fanerítica,Gabro,0.18,399597.34,856.78
503,147373650.77,30270501.49,34.22, foliada,Gneiss,0.38,715080.83,632.88
504,105517302.79,-12117619.49,26.43,Detrítica,Arenisca,0.21,11502.25,221.08
505,260470953.0,29112143.12,34.78,Fanerítica,Gabro,0.15,192672.35,943.89
506,257538710.45,30580157.58,30.76,Fanerítica,Gabro,0.14,263120.44,1124.66
507,154949016.46,11437681.2,35.22, foliada,Gneiss,0.09,359345.13,433.88
508,170357512.45,15910568.93,40.33,Intermedia-Gruesa,Granito,0.58,231538.17,123.52
509,191849375.61,23950185.02,32.77, foliada,Gneiss,0.2,390445.58,520.51
510,98563512.06,34713799.54,53.23,Detrítica,Arenisca,0.25,7136.4,201.91
511,281852967.08,29400253.13,32.81,Fanerítica,Gabro,0.15,113853.23,930.22
512,222154283.06,10615917.15,50.71,Intermedia-Gruesa,Granito,0.14,360245.3,121.2
513,251233184.79,26349171.9,38.06,Afanítica,Andesita,0.27,7251841.14,17676.54
514,226804759.28,30549779.19,34.68,Fanerítica,Gabro,0.27,545942.28,834.83
515,303420677.48,31295268.76,35.57,Fanerítica,Gabro,0.18,767346.46,601.23
516,141059534.98,32646070.22,25.76, foliada,Gneiss,0.19,187758.7,318.67
517,226149617.41,28721873.97,34.98,Fanerítica,Gabro,0.11,146817.44,709.73
518,242809816.8,28866966.88,39.26,Fanerítica,Gabro,0.11,953307.98,1022.58
519,212108495.31,40294921.73,34.77, foliada,Gneiss,0.17,762528.97,318.41
520,179771287.57,37712789.17,36.29,Afanítica,Andesita,0.31,7655293.39,10794.08
521,190417556.44,60728665.68,26.97, foliada,Gneiss,0.28,735153.26,485.61
522,176299522.75,15005408.47,33.77, foliada,Gneiss,0.08,701129.19,275.01
523,184484717.72,23868856.19,45.33,Intermedia-Gruesa,Granito,0.28,545098.97,140.47
524,185193898.99,29913384.66,39.86,Fanerítica,Gabro,0.17,790124.95,987.44
525,183743064.0,61166747.81,51.09,Porfídica,Basalto,0.34,553257.72,44420.74
526,296933837.03,31476658.23,36.56,Fanerítica,Gabro,0.2,269395.49,634.17
527,193290028.57,24589917.33,50.47,Porfídica,Basalto,0.26,66962.77,47969.52
528,239600766.16,46637782.18,52.62,Porfídica,Basalto,0.44,327261.57,44079.12
529,154554643.21,26672319.99,40.92,Afanítica,Andesita,0.26,9768655.47,23293.54
530,192815944.76,68986541.92,43.91,Intermedia-Gruesa,Granito,0.35,525087.58,81.14
531,251563800.09,32347981.64,32.67,Fanerítica,Gabro,0.15,887173.82,843.33
532,192037548.46,31897123.37,37.9,Fanerítica,Gabro,0.2,765117.78,1066.81
533,266293429.98,25798523.38,38.17,Afanítica,Andesita,0.33,2095608.68,18738.91
534,197651002.04,21033998.55,38.54, foliada,Gneiss,0.24,485265.57,186.32
535,228693732.77,22773911.65,36.78,Afanítica,Andesita,0.22,7919451.9,22765.24
536,274742102.62,21211363.01,41.41,Afanítica,Andesita,0.31,6787191.49,27855.66
537,210499640.61,50958605.52,66.37,Intermedia-Gruesa,Granito,0.24,500821.26,125.99
538,306925853.85,31174926.59,38.47,Fanerítica,Gabro,0.19,1193175.84,1054.47
539,229350727.39,29031066.14,41.12,Fanerítica,Gabro,0.13,315357.67,909.22
540,198799339.61,31741524.32,30.35,Fanerítica,Gabro,0.16,1575079.09,661.63
541,238542820.62,33049823.56,45.53,Intermedia-Gruesa,Granito,0.24,967405.22,108.44
542,194281700.01,43321887.23,57.09,Porfídica,Basalto,0.53,593048.36,49739.71
543,243694688.9,32168771.92,41.25,Intermedia-Gruesa,Granito,0.51,93593.75,2.16
544,217463783.45,62055152.47,57.92,Intermedia-Gruesa,Granito,0.29,297554.68,124.51
545,155930598.11,64619438.14,57.1,Intermedia-Gruesa,Granito,0.12,403420.0,16.48
546,251873451.0,29605479.39,35.63,Fanerítica,Gabro,0.11,518973.79,1236.03
547,225341585.32,24714262.04,50.96,Intermedia-Gruesa,Granito,0.27,577645.25,132.25
548,257242599.95,30936927.38,34.31,Fanerítica,Gabro,0.11,461434.1,633.34
549,103388514.3,38964695.03,43.63,Detrítica,Arenisca,0.19,608.4,3.04
550,168707378.19,35852074.05,49.6,Intermedia-Gruesa,Granito,0.2,648173.79,7.41
551,231154975.43,29587524.49,29.13,Fanerítica,Gabro,0.15,591326.17,664.86
552,181982505.82,23960595.52,46.76, foliada,Gneiss,0.49,415034.3,272.04
553,165835418.27,-3948767.34,38.53, foliada,Gneiss,0.07,355013.34,231.64
554,179900943.33,40021897.34,57.69,Porfídica,Basalto,0.24,181820.59,48891.16
555,231644898.89,26267945.57,42.4,Afanítica,Andesita,0.23,6051922.99,28483.07
556,199592656.73,16303046.38,60.07,Intermedia-Gruesa,Granito,0.38,526436.66,153.87
557,183283129.04,41064597.96,28.21, foliada,Gneiss,0.12,629531.06,62.4
558,103946319.14,29715972.4,44.48,Detrítica,Arenisca,0.22,4370.7,447.21
559,204198964.71,33205899.38,53.73,Porfídica,Basalto,0.18,562878.26,27838.08
560,225437637.58,36056739.35,61.79,Intermedia-Gruesa,Granito,0.02,357375.61,25.68
561,247720590.22,9538391.62,40.66,Intermedia-Gruesa,Granito,0.19,455607.99,76.55
562,141274300.5,59567861.32,51.79,Porfídica,Basalto,0.1,538393.59,47995.01
563,110139400.57,35191375.52,36.58,Detrítica,Arenisca,0.53,1872.13,223.3
564,290381871.53,34594921.87,37.31,Afanítica,Andesita,0.29,7005117.62,33250.11
565,173910943.42,40050080.14,37.57, foliada,Gneiss,0.33,398634.22,273.26
566,177326829.61,34090305.05,47.02,Intermedia-Gruesa,Granito,0.52,550831.14,122.51
567,174143981.11,6567973.25,41.82, foliada,Gneiss,0.38,84263.11,319.24
568,198684198.28,31419121.68,46.99,Afanítica,Andesita,0.26,713365.74,14409.21
569,153265198.55,59048424.69,49.36,Porfídica,Basalto,0.3,493772.62,39398.03
570,215440658.6,54921745.26,48.67,Porfídica,Basalto,0.27,1050502.84,32509.86
571,201956496.99,48855602.17,36.39, foliada,Gneiss,0.15,786258.48,490.44
572,210641244.6,28739344.67,31.06,Fanerítica,Gabro,0.12,828060.7,870.8
573,220536020.04,29665863.74,29.33,Fanerítica,Gabro,0.13,666487.63,965.05
574,191580410.55,17977657.27,42.33, foliada,Gneiss,0.06,390882.35,363.83
575,199759427.45,20377513.11,33.1, foliada,Gneiss,0.16,358714.28,420.12
576,176359817.48,13675169.71,36.13, foliada,Gneiss,0.25,468927.3,371.0
577,182226652.14,34886961.23,49.05,Intermedia-Gruesa,Granito,0.07,667980.35,55.2
578,188199624.47,1755113.41,53.8,Porfídica,Basalto,0.61,913311.55,32913.52
579,135551099.4,64218937.55,46.97,Porfídica,Basalto,0.42,1215308.37,18826.95
580,235522490.44,28985898.83,42.38,Fanerítica,Gabro,0.15,714675.62,638.79
581,189741500.91,52730732.24,41.13, foliada,Gneiss,0.36,66356.75,266.17
582,227388280.34,50517747.87,49.13,Porfídica,Basalto,0.32,889237.52,34917.42
583,188127959.19,5331001.63,28.53,Detrítica,Arenisca,0.16,4452.52,178.67
584,275965170.65,28962205.05,31.87,Fanerítica,Gabro,0.24,697623.86,812.73
585,196608194.56,57072071.6,59.91,Porfídica,Basalto,0.35,183101.91,35353.46
586,84124144.44,15038033.74,37.74,Detrítica,Arenisca,0.13,9625.41,287.73
587,94946574.63,46618360.68,42.05,Detrítica,Arenisca,0.21,4637.3,347.13
588,161201367.7,35278280.59,30.91,Detrítica,Arenisca,0.05,7286.22,317.22
589,266313794.51,32805722.19,41.26,Afanítica,Andesita,0.3,345540.49,19745.38
590,376190691.97,14587777.75,47.81,Afanítica,Andesita,0.32,13410879.82,18716.17
591,187973940.29,21727792.82,43.22,Intermedia-Gruesa,Granito,0.32,210387.86,91.08
