,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson,Resistividad,Susceptibilidad
320,218461441.59,27906701.32,38.08,Intermedia-Gruesa,Granito,0.34,388873.22,0.0
321,198489528.12,34489246.12,42.32,Intermedia-Gruesa,Granito,0.54,664266.99,0.0
322,209782894.96,39039209.21,58.36,Porfídica,Basalto,0.18,74784.69,0.05
323,218866345.19,69223701.73,51.95,Porfídica,Basalto,0.28,980187.34,0.04
324,202608475.0,33598182.85,49.04,Afanítica,Andesita,0.31,6892647.34,0.02
325,175028987.83,35829548.77,51.53,Porfídica,Basalto,0.08,268326.63,0.04
326,164861808.77,49095352.37,49.85,Intermedia-Gruesa,Granito,0.19,506225.51,0.0
327,247018025.21,29931368.95,37.28,Fanerítica,Gabro,0.21,840527.81,0.0
328,251869732.16,31600895.0,32.21,Fanerítica,Gabro,0.15,153914.19,0.0
329,232382060.96,28599160.2,34.62,Fanerítica,Gabro,0.14,940218.64,0.0
330,182356374.23,70252516.8,51.86,Porfídica,Basalto,0.3,427332.07,0.04
331,172413393.99,57874376.82,47.96,Porfídica,Basalto,0.18,558623.15,0.05
332,184515995.95,32590065.82,25.17, foliada,Gneiss,0.01,888173.66,0.0
333,200085947.32,17936030.37,38.56, foliada,Gneiss,0.18,403336.51,0.0
334,282636940.09,30668499.49,34.21,Fanerítica,Gabro,0.15,398578.33,0.0
335,202283184.87,37633550.42,39.6, foliada,Gneiss,0.36,263612.24,0.0
336,198010655.36,19964760.5,36.08, foliada,Gneiss,0.24,620573.07,0.0
337,71047626.77,31276000.54,48.1,Detrítica,Arenisca,0.14,2836.31,0.0
338,233719074.99,45601088.99,51.04,Intermedia-Gruesa,Granito,0.65,677744.29,0.0
339,153936686.82,34978638.69,32.72, foliada,Gneiss,0.35,977096.0,0.0
340,194960296.58,54022199.31,49.46,Intermedia-Gruesa,Granito,0.35,787468.06,0.0
341,176342751.33,51542630.34,42.49, foliada,Gneiss,0.63,527286.55,0.0
342,241011898.09,52962749.19,51.62,Porfídica,Basalto,0.19,1147017.35,0.04
343,301119929.78,28921285.64,44.84,Afanítica,Andesita,0.23,6483419.29,0.02
344,195459271.18,47825501.56,40.46,Intermedia-Gruesa,Granito,0.01,767238.51,0.0
345,244441522.32,29088934.5,32.9,Fanerítica,Gabro,0.2,782718.99,0.0
346,161639538.29,17033481.86,36.7, foliada,Gneiss,0.24,731127.95,0.0
347,256457689.4,28121340.67,37.12,Fanerítica,Gabro,0.15,642952.14,0.0
348,211168550.6,24681701.31,45.81,Porfídica,Basalto,0.4,45040.12,0.05
349,179445171.5,45928651.99,31.87, foliada,Gneiss,0.29,794292.31,0.0
350,204655490.73,21115015.76,37.69, foliada,Gneiss,0.48,776062.34,0.0
351,307161605.74,21636965.22,52.72,Afanítica,Andesita,0.3,2867553.92,0.02
352,112404164.7,31052921.93,58.77,Detrítica,Arenisca,0.37,4482.68,0.0
353,193630653.68,22107776.74,34.84, foliada,Gneiss,0.18,659699.06,0.0
354,284631662.86,25799238.43,48.7,Afanítica,Andesita,0.35,6188528.21,0.02
355,134831575.05,19502800.32,54.04,Porfídica,Basalto,0.34,319785.16,0.07
356,240414954.92,26945414.46,52.13,Afanítica,Andesita,0.25,4620022.92,0.03
357,281974709.67,29641313.91,29.02,Fanerítica,Gabro,0.17,156795.84,0.0
358,248575867.78,23821605.72,50.89,Intermedia-Gruesa,Granito,0.13,519713.03,0.0
359,186730659.2,37998590.61,49.22,Porfídica,Basalto,0.26,619405.81,0.05
360,259786204.95,28889554.06,37.35,Fanerítica,Gabro,0.13,779327.13,0.0
361,340184140.5,29964201.89,45.1,Afanítica,Andesita,0.24,7058927.38,0.02
362,183656986.87,-2123091.38,30.06, foliada,Gneiss,0.25,878538.39,0.0
363,191527510.5,36107325.97,50.91,Intermedia-Gruesa,Granito,0.35,621142.76,0.0
364,148670607.25,20979993.53,48.93,Porfídica,Basalto,0.21,413023.22,0.04
365,207666066.25,21239994.31,33.19, foliada,Gneiss,0.37,197822.89,0.0
366,289021050.42,30754385.99,37.7,Fanerítica,Gabro,0.11,664281.75,0.0
367,179398738.4,55992937.95,54.28,Porfídica,Basalto,0.24,1240292.2,0.03
368,118849942.61,45958366.38,30.4,Detrítica,Arenisca,0.26,9425.31,0.0
369,155706422.01,70678021.88,46.01,Porfídica,Basalto,0.19,270524.33,0.05
370,228587289.9,30023034.49,52.33,Intermedia-Gruesa,Granito,0.54,954930.08,0.0
371,266519684.79,31006179.65,33.15,Fanerítica,Gabro,0.16,488655.27,0.0
372,160437540.3,40859156.95,31.54, foliada,Gneiss,0.19,1157277.8,0.0
373,227520979.09,7392348.02,53.35,Intermedia-Gruesa,Granito,0.2,321359.43,0.0
374,323483704.35,30816136.96,37.23,Fanerítica,Gabro,0.14,240724.54,0.0
375,154063704.93,16636503.22,50.1,Porfídica,Basalto,0.27,945418.87,0.04
376,266004320.0,29179553.9,30.71,Fanerítica,Gabro,0.13,419253.22,0.0
377,316304612.71,31204071.18,30.63,Fanerítica,Gabro,0.14,229846.73,0.0
378,193724998.92,15749522.74,31.76, foliada,Gneiss,0.02,1068409.93,0.0
379,180232470.98,28202274.8,37.61,Afanítica,Andesita,0.26,10002637.38,0.01
380,188911013.82,36607689.08,40.98, foliada,Gneiss,0.35,354852.09,0.0
381,212460430.55,48663291.54,55.34,Intermedia-Gruesa,Granito,0.16,654354.29,0.0
382,143746396.31,59888015.08,51.22,Porfídica,Basalto,0.12,345515.5,0.05
383,161941195.44,57664209.02,55.75,Detrítica,Arenisca,0.33,1300.31,0.0
384,170500309.53,23173325.96,38.12, foliada,Gneiss,0.45,803763.75,0.0
385,234150121.27,29682556.07,32.92,Fanerítica,Gabro,0.12,1097724.77,0.0
386,197847159.4,36156991.14,29.31, foliada,Gneiss,0.21,1055446.35,0.0
387,244566844.53,28060738.67,36.88,Fanerítica,Gabro,0.18,136040.58,0.0
388,214517089.82,61300141.88,51.54,Porfídica,Basalto,0.33,606773.38,0.05
389,170585970.01,22474166.06,34.06, foliada,Gneiss,0.39,243177.45,0.0
390,328158524.79,34903980.4,46.12,Afanítica,Andesita,0.22,6552301.48,0.01
391,238823324.9,30290329.0,38.73,Fanerítica,Gabro,0.1,752607.92,0.0
392,193889010.03,27234711.21,45.37,Afanítica,Andesita,0.3,4113787.78,0.02
393,207196721.17,59040211.03,44.71,Intermedia-Gruesa,Granito,0.04,438981.38,0.0
394,199178112.03,30647864.76,33.13, foliada,Gneiss,0.38,51235.13,0.0
395,170712743.95,14648855.42,38.52, foliada,Gneiss,0.18,483476.31,0.0
396,208659091.17,49197964.65,39.05, foliada,Gneiss,0.26,831035.34,0.0
397,281964206.19,29703147.27,38.5,Fanerítica,Gabro,0.18,497129.86,0.0
398,209123882.65,41947452.13,47.32,Intermedia-Gruesa,Granito,0.17,509196.12,0.0
399,255074068.49,30312822.28,32.17,Fanerítica,Gabro,0.17,865425.25,0.0
400,120364337.42,17363178.55,42.05, foliada,Gneiss,0.32,8670.62,0.0
401,200565802.27,62653361.94,49.93,Porfídica,Basalto,0.66,1074747.4,0.06
402,216583683.98,23654778.3,42.53,Intermedia-Gruesa,Granito,0.32,220589.14,0.0
403,296101771.42,28514403.87,34.53,Fanerítica,Gabro,0.14,689221.74,0.0
404,242303927.91,65697834.9,50.92,Porfídica,Basalto,0.37,487634.82,0.03
405,270912001.68,30415517.9,38.62,Fanerítica,Gabro,0.15,840811.93,0.0
406,203742204.21,29111922.51,36.3,Fanerítica,Gabro,0.12,67919.95,0.0
407,212867666.89,42456391.5,48.94,Intermedia-Gruesa,Granito,0.23,546392.51,0.0
408,288158705.14,30043442.64,36.78,Fanerítica,Gabro,0.16,2304.13,0.0
409,170801921.33,39786477.27,32.58, foliada,Gneiss,0.39,710659.26,0.0
410,183143482.0,28203293.45,40.76, foliada,Gneiss,0.34,626527.93,0.0
411,230462977.54,11539640.67,50.92,Intermedia-Gruesa,Granito,0.13,591594.15,0.0
412,304932498.06,25605676.53,34.03,Afanítica,Andesita,0.31,6451417.83,0.02
413,228828227.62,31033463.36,34.49,Fanerítica,Gabro,0.09,642894.48,0.0
414,144100103.03,30725606.38,26.29, foliada,Gneiss,0.3,340800.36,0.0
415,318912508.65,30198473.34,38.52,Fanerítica,Gabro,0.18,820763.33,0.0
416,217385217.49,30081383.25,42.56, foliada,Gneiss,0.17,850052.64,0.0
417,147546015.2,-3209216.08,41.66,Detrítica,Arenisca,0.24,4138.43,0.0
418,188317916.58,36203246.35,29.23, foliada,Gneiss,0.15,806217.74,0.0
419,212355534.52,27273516.79,48.94,Intermedia-Gruesa,Granito,0.23,633635.44,0.0
420,148313352.57,16778452.19,36.66, foliada,Gneiss,0.11,504102.55,0.0
421,186617166.81,18380646.57,33.73, foliada,Gneiss,0.35,569382.06,0.0
422,250895115.17,30737756.96,32.0,Fanerítica,Gabro,0.18,772285.78,0.0
423,181669647.23,25728046.83,48.66,Intermedia-Gruesa,Granito,0.14,733467.41,0.0
424,142104318.58,57055519.96,49.84,Porfídica,Basalto,0.13,437333.75,0.04
425,178972301.91,33435488.13,40.03,Intermedia-Gruesa,Granito,0.47,607751.85,0.0
426,103021282.85,29305395.43,49.49,Detrítica,Arenisca,0.37,8489.11,0.0
427,196151752.27,27783654.8,33.88, foliada,Gneiss,0.26,812609.45,0.0
428,169168558.75,35488877.04,30.94, foliada,Gneiss,0.04,740909.26,0.0
429,154883095.14,56662320.66,53.73,Intermedia-Gruesa,Granito,0.38,101882.23,0.0
430,171611617.77,12908665.37,37.58, foliada,Gneiss,0.31,749557.45,0.0
431,153128664.19,41583941.69,46.83,Detrítica,Arenisca,0.07,2856.87,0.0
432,207590523.53,18347095.63,31.45, foliada,Gneiss,0.25,168988.85,0.0
433,189949942.34,39134896.66,48.92,Porfídica,Basalto,0.16,639195.66,0.03
434,243647222.69,28780899.38,36.15,Fanerítica,Gabro,0.1,147671.31,0.0
435,236729393.42,31165114.66,34.31,Fanerítica,Gabro,0.12,442530.18,0.0
436,214226539.74,9331181.29,55.02,Intermedia-Gruesa,Granito,0.39,90320.92,0.0
437,175076382.31,29428884.97,28.24, foliada,Gneiss,0.27,518797.0,0.0
438,115021113.16,36982429.31,38.51,Detrítica,Arenisca,0.01,5639.08,0.0
439,179216741.98,30093331.13,35.07,Fanerítica,Gabro,0.19,1023572.14,0.0
440,235331641.93,28176711.85,29.76,Fanerítica,Gabro,0.12,923800.91,0.0
441,207005340.29,25910926.03,33.91, foliada,Gneiss,0.39,768542.86,0.0
442,213391575.74,28498096.8,34.89,Fanerítica,Gabro,0.18,132550.41,0.0
443,237971449.77,44488059.14,47.2,Intermedia-Gruesa,Granito,0.16,876282.83,0.0
444,236749868.34,27550491.79,49.25,Intermedia-Gruesa,Granito,0.24,744975.88,0.0
445,60442541.68,10941816.73,35.16,Detrítica,Arenisca,0.08,5113.31,0.0
446,279814488.7,29912955.25,35.41,Fanerítica,Gabro,0.12,464738.69,0.0
447,176287526.68,34991610.21,53.88,Porfídica,Basalto,0.15,715244.02,0.03
448,293288305.09,31902795.06,33.04,Fanerítica,Gabro,0.23,62735.43,0.0
449,169368070.99,41486489.22,45.15, foliada,Gneiss,0.08,406385.03,0.0
450,238570197.91,29491434.59,38.63,Fanerítica,Gabro,0.14,723553.39,0.0
451,175045258.91,37383841.48,31.48, foliada,Gneiss,0.2,673154.63,0.0
452,47146921.95,26769805.88,48.43,Detrítica,Arenisca,0.12,3218.07,0.0
453,236981695.15,30272126.9,37.08,Fanerítica,Gabro,0.21,133073.36,0.0
454,195992197.37,32562717.76,32.5, foliada,Gneiss,0.19,558057.49,0.0
455,277332675.61,29531677.66,29.66,Fanerítica,Gabro,0.14,208079.17,0.0
456,201786989.48,41160979.91,53.31,Porfídica,Basalto,0.1,177624.97,0.02
457,181848046.86,29780944.15,32.6,Fanerítica,Gabro,0.18,522837.9,0.0
458,170026011.75,36488070.34,38.38, foliada,Gneiss,0.08,455781.28,0.0
459,199488784.91,81950593.98,41.14,Intermedia-Gruesa,Granito,0.26,759084.59,0.0
460,160629420.97,27785785.16,39.34, foliada,Gneiss,0.43,609928.3,0.0
461,244751281.84,28727584.56,29.71,Fanerítica,Gabro,0.22,352429.82,0.0
462,185145706.49,28576606.11,33.92, foliada,Gneiss,0.33,674659.16,0.0
463,213023480.82,14007514.3,42.37,Intermedia-Gruesa,Granito,0.22,610306.55,0.0
464,159183973.36,40386980.42,37.71, foliada,Gneiss,0.08,430196.29,0.0
465,215483784.41,43549832.14,38.83, foliada,Gneiss,0.09,731321.7,0.0
466,158368937.94,36848321.25,47.43,Intermedia-Gruesa,Granito,0.08,392455.8,0.0
467,167822709.62,33438400.19,50.29,Intermedia-Gruesa,Granito,0.27,476229.56,0.0
468,93214509.8,32553823.88,54.49,Detrítica,Arenisca,0.09,8670.09,0.0
469,146551551.15,38535046.46,50.48,Porfídica,Basalto,0.35,240340.93,0.05
470,198994911.0,32089163.01,59.77,Intermedia-Gruesa,Granito,0.02,661039.71,0.0
471,190828534.37,24035726.39,39.78, foliada,Gneiss,0.09,899478.1,0.0
472,178998651.99,16917619.52,57.35,Porfídica,Basalto,0.13,690040.74,0.05
473,265707762.64,3994182.44,48.12,Intermedia-Gruesa,Granito,0.48,332280.79,0.0
474,239651081.24,70349035.77,54.88,Intermedia-Gruesa,Granito,0.31,278251.82,0.0
475,146727285.77,27705357.04,29.58,Detrítica,Arenisca,0.42,776.07,0.0
476,214133237.75,7592973.53,35.67,Intermedia-Gruesa,Granito,0.42,425933.29,0.0
477,175712612.0,30712639.13,47.38,Intermedia-Gruesa,Granito,0.19,426327.48,0.0
478,142531174.39,38260485.48,51.3,Porfídica,Basalto,0.4,303187.52,0.02
479,170654313.04,27990186.94,26.64, foliada,Gneiss,0.2,532176.82,0.0
480,183733978.85,45324096.9,52.53,Porfídica,Basalto,0.33,297033.35,0.05
481,188723658.25,27884183.27,54.18,Intermedia-Gruesa,Granito,0.55,525560.18,0.0
482,162614132.22,8764031.18,31.7, foliada,Gneiss,0.11,637273.59,0.0
483,219784258.67,21427771.57,40.19,Afanítica,Andesita,0.25,4668997.75,0.02
484,154397098.84,57524413.09,53.47,Porfídica,Basalto,0.31,362504.1,0.03
485,137325391.66,13095753.38,48.67,Porfídica,Basalto,0.05,1017248.71,0.04
486,183061042.16,21728252.11,29.49, foliada,Gneiss,0.32,438861.6,0.0
487,157502462.8,6319703.75,63.25,Detrítica,Arenisca,0.6,2585.14,0.0
488,225649592.38,4145728.58,54.21,Intermedia-Gruesa,Granito,0.32,367517.15,0.0
489,190737544.25,9959584.12,24.78, foliada,Gneiss,0.11,339231.88,0.0
490,171921132.43,35998215.09,38.19,Detrítica,Arenisca,0.23,3006.02,0.0
491,159023388.67,21636905.47,34.68, foliada,Gneiss,0.14,743699.9,0.0
492,296748554.65,30800304.0,37.57,Fanerítica,Gabro,0.19,1030.61,0.0
493,250257907.65,38477369.14,52.34,Porfídica,Basalto,0.55,81239.22,0.03
494,281032729.18,26905542.83,31.7,Afanítica,Andesita,0.3,6207372.83,0.03
495,179796091.94,23019351.38,38.07, foliada,Gneiss,0.25,453704.67,0.0
496,192247233.13,66392218.95,47.81,Intermedia-Gruesa,Granito,0.09,1414712.12,0.0
497,285224129.35,18467195.65,47.75,Afanítica,Andesita,0.25,2864945.76,0.01
498,207732193.9,46497328.82,50.11,Intermedia-Gruesa,Granito,0.14,725042.63,0.0
499,190678489.13,20784828.49,37.47, foliada,Gneiss,0.2,1009859.6,0.0
500,166377816.15,64227313.97,47.86,Porfídica,Basalto,0.29,66463.53,0.06
501,165615329.66,22240256.94,50.13,Intermedia-Gruesa,Granito,0.14,358695.27,0.0
502,294208225.64,31283945.08,34.0,Fanerítica,Gabro,0.2,1072030.14,0.0
503,218748189.52,30549348.64,27.66,Fanerítica,Gabro,0.21,500774.56,0.0
504,173043993.01,17978989.67,44.56, foliada,Gneiss,0.32,796030.1,0.0
505,175526137.51,-3724132.44,36.81, foliada,Gneiss,0.28,899405.33,0.0
506,196835231.61,60720434.1,52.3,Intermedia-Gruesa,Granito,0.22,84582.14,0.0
507,199975736.4,51510552.1,47.34,Porfídica,Basalto,0.36,861047.72,0.06
508,131426794.94,44969707.97,42.74,Intermedia-Gruesa,Granito,0.22,282457.23,0.0
509,225844989.55,66420004.05,52.29,Porfídica,Basalto,0.24,210274.59,0.05
510,198090674.39,21976026.34,49.62,Detrítica,Arenisca,0.22,5943.27,0.0
511,233393427.44,30116510.17,52.2,Afanítica,Andesita,0.27,4036168.61,0.03
512,224471477.74,44246833.83,51.54,Intermedia-Gruesa,Granito,0.51,338428.58,0.0
513,216771026.5,42844998.29,54.62,Porfídica,Basalto,0.26,520216.5,0.05
514,195675635.48,47284612.25,53.78,Intermedia-Gruesa,Granito,0.2,919069.16,0.0
515,211310635.49,54959734.54,51.4,Porfídica,Basalto,0.24,51294.61,0.04
516,163471788.72,10710801.12,48.82,Intermedia-Gruesa,Granito,0.33,120688.02,0.0
517,222009867.75,20462219.41,39.2, foliada,Gneiss,0.3,328884.61,0.0
518,170631257.71,49079774.6,31.07, foliada,Gneiss,0.29,587021.5,0.0
519,221932104.38,31184219.85,52.57,Intermedia-Gruesa,Granito,0.45,651569.11,0.0
520,136080566.57,28675441.56,29.43, foliada,Gneiss,0.26,693105.76,0.0
521,183698672.14,25291881.16,44.14,Intermedia-Gruesa,Granito,0.44,162593.05,0.0
522,195906183.83,24953989.71,32.7, foliada,Gneiss,0.02,540575.62,0.0
523,189007327.37,32950188.07,31.51, foliada,Gneiss,0.19,215180.45,0.0
524,225339214.2,44450120.94,52.51,Intermedia-Gruesa,Granito,0.33,397007.86,0.0
525,161620623.75,33221492.51,46.33,Intermedia-Gruesa,Granito,0.19,120675.22,0.0
526,162348925.61,29695246.36,35.53,Fanerítica,Gabro,0.19,265914.71,0.0
527,262155293.75,31358951.95,37.68,Fanerítica,Gabro,0.19,764801.58,0.0
528,275862241.87,26914401.79,48.68,Afanítica,Andesita,0.27,2566510.57,0.01
529,261545219.27,28988657.1,30.78,Fanerítica,Gabro,0.24,752055.76,0.0
530,213478478.58,28224922.07,60.32,Intermedia-Gruesa,Granito,0.34,619118.86,0.0
531,190067607.78,35760070.28,55.05,Porfídica,Basalto,0.32,510025.82,0.04
532,278255486.95,28507971.02,33.1,Fanerítica,Gabro,0.18,37824.76,0.0
533,287154895.55,26442870.15,49.08,Afanítica,Andesita,0.32,5395835.66,0.02
534,261313862.36,28669565.41,34.06,Fanerítica,Gabro,0.14,1259290.06,0.0
535,170347736.36,63906119.76,50.72,Porfídica,Basalto,0.4,24371.97,0.05
536,161847858.89,40805909.35,34.67, foliada,Gneiss,0.43,269591.97,0.0
537,185722422.69,26494155.7,40.4, foliada,Gneiss,0.21,307897.1,0.0
538,77687042.08,9856968.68,37.47,Detrítica,Arenisca,0.25,4225.26,0.0
539,241859024.54,29753458.65,34.5,Fanerítica,Gabro,0.17,616734.56,0.0
540,273913762.07,31117204.95,37.76,Fanerítica,Gabro,0.1,946787.85,0.0
541,221572906.21,35908968.54,54.69,Porfídica,Basalto,0.3,220719.23,0.04
542,211081512.55,14232032.83,40.56,Intermedia-Gruesa,Granito,0.35,376868.18,0.0
543,224233252.94,31178655.88,33.94,Fanerítica,Gabro,0.11,311286.14,0.0
544,232011666.76,59563446.71,53.93,Porfídica,Basalto,0.27,956315.39,0.04
545,195037475.48,22645586.76,27.31, foliada,Gneiss,0.28,69600.31,0.0
546,186816080.09,48266713.98,56.13,Intermedia-Gruesa,Granito,0.17,505497.71,0.0
547,192552495.81,7464825.89,48.25,Intermedia-Gruesa,Granito,0.49,388940.35,0.0
548,189056922.45,22585347.34,38.45, foliada,Gneiss,0.17,885402.06,0.0
549,91500118.8,22416720.89,61.33,Detrítica,Arenisca,0.33,1699.61,0.0
550,185121245.89,13685706.37,49.47,Porfídica,Basalto,0.27,77905.32,0.05
551,207088620.99,7735478.58,54.0,Porfídica,Basalto,0.34,817282.19,0.05
552,159369231.23,38073186.93,27.1,Detrítica,Arenisca,0.31,7902.41,0.0
553,165162163.64,16361798.54,33.4, foliada,Gneiss,0.6,400249.92,0.0
554,180391690.86,71170978.22,55.39,Porfídica,Basalto,0.19,91641.14,0.03
555,220151803.87,23496975.65,52.0,Afanítica,Andesita,0.29,4117147.12,0.02
556,215813664.7,31222426.66,33.3,Fanerítica,Gabro,0.16,914477.03,0.0
557,156315185.6,26331577.03,33.82, foliada,Gneiss,0.01,799490.03,0.0
558,190968761.53,41862610.52,29.84, foliada,Gneiss,0.13,447395.64,0.0
559,184785237.65,18615486.17,31.55, foliada,Gneiss,0.21,454873.63,0.0
560,272498290.9,30229695.51,39.74,Fanerítica,Gabro,0.18,1477606.87,0.0
561,188219554.34,28631195.68,30.95,Fanerítica,Gabro,0.19,168859.81,0.0
562,205741831.76,25402168.22,34.63, foliada,Gneiss,0.11,441245.39,0.0
563,243518828.66,30478265.38,35.42,Fanerítica,Gabro,0.13,626484.6,0.0
564,157125437.05,32518625.92,41.49, foliada,Gneiss,0.05,187006.27,0.0
565,176168801.02,33876658.78,48.56,Afanítica,Andesita,0.26,7176439.05,0.02
566,197730289.76,65734922.71,56.48,Porfídica,Basalto,0.25,186833.32,0.03
567,235664505.94,31321487.0,33.92,Fanerítica,Gabro,0.16,655480.83,0.0
568,150484335.43,24477406.52,46.74,Porfídica,Basalto,0.28,617227.19,0.04
569,269428854.44,35625817.08,49.34,Afanítica,Andesita,0.3,2273918.3,0.03
570,209888547.47,57510188.37,28.32, foliada,Gneiss,0.08,145909.52,0.0
571,74438804.8,35695019.73,37.01,Detrítica,Arenisca,0.29,6341.13,0.0
572,191546906.66,11049802.19,58.76,Porfídica,Basalto,0.25,305679.83,0.05
573,210419393.93,28425561.33,32.81,Fanerítica,Gabro,0.15,583929.02,0.0
574,201785547.76,17777628.98,35.06, foliada,Gneiss,0.5,88155.33,0.0
575,139274022.76,7489648.83,54.1,Detrítica,Arenisca,0.23,5913.67,0.0
576,196822849.36,15492072.69,27.06, foliada,Gneiss,0.22,296826.09,0.0
577,154332234.18,27533466.85,52.21,Porfídica,Basalto,0.14,322315.88,0.02
578,336052033.82,35933772.61,46.64,Afanítica,Andesita,0.3,6063857.52,0.02
579,156029939.01,42356494.48,33.57, foliada,Gneiss,0.41,588814.67,0.0
580,131526527.85,30763161.69,56.86,Detrítica,Arenisca,0.2,6104.83,0.0
581,158945721.6,36328917.82,49.82,Intermedia-Gruesa,Granito,0.2,678693.32,0.0
582,190617294.76,19077674.87,29.23, foliada,Gneiss,0.35,842638.82,0.0
583,304208414.1,28020028.48,31.47,Fanerítica,Gabro,0.2,1420363.36,0.0
584,161215588.45,31077390.16,39.98, foliada,Gneiss,0.14,697798.81,0.0
585,258861535.81,30736582.47,36.09,Fanerítica,Gabro,0.17,1536052.17,0.0
586,201881410.34,30477410.53,37.77,Fanerítica,Gabro,0.15,1214003.21,0.0
587,268066332.31,30249485.0,36.12,Fanerítica,Gabro,0.19,258194.75,0.0
588,215030747.05,27456326.61,42.78,Afanítica,Andesita,0.28,2613503.46,0.02
589,218956589.31,11873210.91,33.73, foliada,Gneiss,0.27,552.58,0.0
590,205112131.66,29307118.79,46.19,Intermedia-Gruesa,Granito,0.15,449148.46,0.0
591,181020219.94,77780249.88,49.17,Porfídica,Basalto,0.42,324839.4,0.02
592,180922562.49,31093186.46,34.52, foliada,Gneiss,0.15,523946.81,0.0
593,40398414.45,38129708.22,52.35,Detrítica,Arenisca,0.01,1732.34,0.0
594,225880893.21,29064022.35,37.12,Fanerítica,Gabro,0.21,240692.7,0.0
595,245521385.97,32806191.17,38.62,Fanerítica,Gabro,0.19,37522.11,0.0
596,184340144.39,24452612.94,39.22, foliada,Gneiss,0.14,535410.78,0.0
597,209100643.7,35614095.5,53.22,Porfídica,Basalto,0.25,778438.91,0.04
598,141119142.09,-825407.34,56.68,Intermedia-Gruesa,Granito,0.34,527780.85,0.0
599,197287785.59,27550158.49,50.11,Porfídica,Basalto,0.19,1121087.85,0.02
600,191912480.54,25208476.08,31.72, foliada,Gneiss,0.23,285813.67,0.0
601,192556308.99,434540.61,43.11, foliada,Gneiss,0.21,432477.43,0.0
602,235603769.64,39928171.77,53.94,Intermedia-Gruesa,Granito,0.58,572941.1,0.0
603,183410324.93,19379932.64,37.07, foliada,Gneiss,0.05,510186.64,0.0
604,144183875.68,39736061.67,35.05, foliada,Gneiss,0.07,751502.48,0.0
605,182079252.59,45447615.11,29.13, foliada,Gneiss,0.19,755036.19,0.0
606,198739157.2,47239180.17,52.67,Porfídica,Basalto,0.33,913691.7,0.04
607,233648612.9,29482901.89,39.39,Fanerítica,Gabro,0.09,899262.5,0.0
608,194673099.93,15476712.1,45.62,Intermedia-Gruesa,Granito,0.35,496151.61,0.0
609,153695430.9,25973834.56,50.33,Intermedia-Gruesa,Granito,0.11,246269.54,0.0
610,159641390.85,33117880.68,41.47, foliada,Gneiss,0.14,10688.64,0.0
611,223093479.54,32350137.41,57.11,Porfídica,Basalto,0.22,94326.36,0.04
612,206678662.29,23967862.93,38.02, foliada,Gneiss,0.19,34298.29,0.0
613,171582962.37,2992823.32,39.18, foliada,Gneiss,0.13,307863.81,0.0
614,237459367.13,32546810.06,34.42,Intermedia-Gruesa,Granito,0.21,1457416.44,0.0
615,236423918.07,28919555.92,28.55,Fanerítica,Gabro,0.2,1200793.95,0.0
